"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (127C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (128N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (128C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (129N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (129C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (130N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (130C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (131, Quinine37) / (126, Quinine37)"	"Abundance: F9: 126, Sample, Quinine37"	"Abundance: F9: 127N, Sample, Quinine37"	"Abundance: F9: 127C, Sample, Quinine37"	"Abundance: F9: 128N, Sample, Quinine37"	"Abundance: F9: 128C, Sample, Quinine37"	"Abundance: F9: 129N, Sample, Quinine37"	"Abundance: F9: 129C, Sample, Quinine37"	"Abundance: F9: 130N, Sample, Quinine37"	"Abundance: F9: 130C, Sample, Quinine37"	"Abundance: F9: 131, Sample, Quinine37"	"Abundances Count: F9: 126, Sample, Quinine37"	"Abundances Count: F9: 127N, Sample, Quinine37"	"Abundances Count: F9: 127C, Sample, Quinine37"	"Abundances Count: F9: 128N, Sample, Quinine37"	"Abundances Count: F9: 128C, Sample, Quinine37"	"Abundances Count: F9: 129N, Sample, Quinine37"	"Abundances Count: F9: 129C, Sample, Quinine37"	"Abundances Count: F9: 130N, Sample, Quinine37"	"Abundances Count: F9: 130C, Sample, Quinine37"	"Abundances Count: F9: 131, Sample, Quinine37"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot"
"False"	"IsMasterProtein"	"PF3D7_1343000"	"organism=Plasmodium_falciparum_3D7 | product=phosphoethanolamine N-methyltransferase (PMT) | location=Pf3D7_13_v3:1696894-1698113(+) | length=266 | sequence_SO=chromosome | SO=protein_coding"	"78.1954887218045"	"15"	"345"	"15"	"1"	"266"	"31.024"	"5.6"	"Acetyl [N-Term]"	"0.921"	"1.181"	"1.608"	"1.185"	"1.098"	"1.271"	"1.207"	"0.739"	"0.996"	"23313.1"	"21474.3"	"27544.3"	"37485.4"	"27620.8"	"25609.1"	"29639.0"	"28144.7"	"17219.8"	"23224.3"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"13334.214"	"0"	"6935.7089031592"	"15"
"False"	"IsMasterProtein"	"PF3D7_0207600"	"organism=Plasmodium_falciparum_3D7 | product=serine repeat antigen 5 (SERA5) | location=Pf3D7_02_v3:303593-307027(-) | length=997 | sequence_SO=chromosome | SO=protein_coding"	"53.7612838515547"	"46"	"386"	"45"	"1"	"997"	"111.698"	"5.41"	""	"0.944"	"1.187"	"1.266"	"1.118"	"1.090"	"1.107"	"1.125"	"0.743"	"0.905"	"22163.6"	"20928.4"	"26301.7"	"28063.0"	"24772.3"	"24160.8"	"24529.7"	"24943.4"	"16468.8"	"20053.5"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"143.122"	"1"	"6829.62426241833"	"46"
"False"	"IsMasterProtein"	"PF3D7_0511800"	"organism=Plasmodium_falciparum_3D7 | product=inositol-3-phosphate synthase (INO1) | location=Pf3D7_05_v3:520720-522693(-) | length=604 | sequence_SO=chromosome | SO=protein_coding"	"57.9470198675497"	"38"	"411"	"38"	"1"	"604"	"69.069"	"7.4"	""	"0.936"	"1.229"	"1.205"	"1.138"	"1.087"	"1.145"	"1.155"	"0.783"	"0.992"	"32915.6"	"30808.8"	"40457.2"	"39671.0"	"37463.8"	"35778.6"	"37696.5"	"38003.3"	"25777.4"	"32651.4"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"1946.483"	"0"	"6719.22800590319"	"38"
"False"	"IsMasterProtein"	"PF3D7_1108600"	"organism=Plasmodium_falciparum_3D7 | product=endoplasmic reticulum-resident calcium binding protein (ERC) | location=Pf3D7_11_v3:369675-370706(-) | length=343 | sequence_SO=chromosome | SO=protein_coding"	"74.6355685131195"	"25"	"305"	"25"	"1"	"343"	"39.35"	"4.67"	""	"0.973"	"1.276"	"1.250"	"1.162"	"1.135"	"1.111"	"1.188"	"0.840"	"1.022"	"21903.0"	"21318.8"	"27957.3"	"27373.7"	"25453.4"	"24850.1"	"24337.5"	"26016.2"	"18397.6"	"22378.2"	"57"	"57"	"57"	"57"	"57"	"57"	"57"	"57"	"57"	"57"	"3299.035"	"0"	"5665.56855071011"	"25"
"False"	"IsMasterProtein"	"PF3D7_0513300"	"organism=Plasmodium_falciparum_3D7 | product=purine nucleoside phosphorylase (PNP) | location=Pf3D7_05_v3:569182-569919(-) | length=245 | sequence_SO=chromosome | SO=protein_coding"	"80.8163265306122"	"14"	"222"	"14"	"1"	"245"	"26.841"	"6.52"	""	"0.953"	"1.221"	"1.174"	"1.129"	"1.109"	"1.132"	"1.110"	"0.947"	"1.028"	"10117.5"	"9646.3"	"12350.0"	"11882.7"	"11424.2"	"11223.9"	"11455.9"	"11227.7"	"9580.2"	"10404.3"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"19305.977"	"0"	"5590.96163656905"	"14"
"False"	"IsMasterProtein"	"PF3D7_1436000"	"organism=Plasmodium_falciparum_3D7 | product=glucose-6-phosphate isomerase (GPI) | location=Pf3D7_14_v3:1458131-1459870(+) | length=579 | sequence_SO=chromosome | SO=protein_coding"	"51.4680483592401"	"29"	"287"	"29"	"1"	"579"	"67.325"	"7.24"	""	"0.895"	"1.220"	"1.207"	"1.156"	"1.126"	"1.164"	"1.175"	"0.924"	"1.006"	"17928.9"	"16044.9"	"21879.6"	"21635.9"	"20720.4"	"20195.6"	"20871.8"	"21071.0"	"16574.2"	"18030.7"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"279.136"	"0"	"5327.6353864719"	"29"
"False"	"IsMasterProtein"	"PF3D7_1246200"	"organism=Plasmodium_falciparum_3D7 | product=actin I (ACT1) | location=Pf3D7_12_v3:1920784-1921914(+) | length=376 | sequence_SO=chromosome | SO=protein_coding"	"72.6063829787234"	"22"	"218"	"19"	"1"	"376"	"41.844"	"5.34"	"Acetyl [N-Term; N-Term]"	"1.432"	"1.575"	"1.792"	"1.003"	"1.210"	"1.102"	"1.270"	"0.935"	"1.506"	"9791.1"	"14021.6"	"15422.4"	"17547.7"	"9818.1"	"11849.9"	"10789.9"	"12438.7"	"9156.5"	"14744.3"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"1317.257"	"7"	"5253.76550046001"	"22"
"False"	"IsMasterProtein"	"PF3D7_0818900"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70) | location=Pf3D7_08_v3:860384-862417(+) | length=677 | sequence_SO=chromosome | SO=protein_coding"	"48.0059084194978"	"30"	"271"	"22"	"1"	"677"	"73.868"	"5.67"	""	"0.895"	"1.162"	"2.086"	"1.130"	"1.183"	"1.244"	"1.182"	"1.066"	"1.094"	"9400.4"	"8409.0"	"10920.0"	"19611.8"	"10618.0"	"11122.5"	"11689.7"	"11106.8"	"10016.6"	"10288.3"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"147.16"	"1"	"4895.39606216433"	"30"
"False"	"IsMasterProtein"	"PF3D7_1444800"	"organism=Plasmodium_falciparum_3D7 | product=fructose-bisphosphate aldolase (FBPA) | location=Pf3D7_14_v3:1844041-1845617(-) | length=369 | sequence_SO=chromosome | SO=protein_coding"	"66.6666666666667"	"21"	"229"	"21"	"1"	"369"	"40.08"	"8.12"	"Acetyl [N-Term]"	"0.925"	"1.070"	"2.682"	"1.119"	"1.039"	"1.989"	"1.184"	"0.528"	"1.130"	"12909.8"	"11943.2"	"13814.1"	"34630.2"	"14449.4"	"13413.2"	"25677.7"	"15290.8"	"6816.8"	"14589.2"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"1822.348"	"0"	"4876.59289174901"	"21"
"False"	"IsMasterProtein"	"PF3D7_1454400"	"organism=Plasmodium_falciparum_3D7 | product=aminopeptidase P (APP) | location=Pf3D7_14_v3:2234143-2236476(+) | length=777 | sequence_SO=chromosome | SO=protein_coding"	"51.0939510939511"	"40"	"318"	"40"	"1"	"777"	"90.073"	"6.81"	""	"0.924"	"1.307"	"1.141"	"1.201"	"1.206"	"1.153"	"1.205"	"0.914"	"0.950"	"20457.9"	"18897.1"	"26742.1"	"23340.6"	"24566.1"	"24667.6"	"23591.4"	"24646.4"	"18696.5"	"19443.2"	"73"	"73"	"73"	"73"	"73"	"73"	"73"	"73"	"73"	"73"	"189.546"	"0"	"4789.12119081018"	"40"
"False"	"IsMasterProtein"	"PF3D7_1324900"	"organism=Plasmodium_falciparum_3D7 | product=L-lactate dehydrogenase (LDH) | location=Pf3D7_13_v3:1041157-1042107(+) | length=316 | sequence_SO=chromosome | SO=protein_coding"	"44.620253164557"	"13"	"238"	"13"	"1"	"316"	"34.086"	"7.55"	""	"0.888"	"1.136"	"1.287"	"1.098"	"1.047"	"1.177"	"1.136"	"0.797"	"0.823"	"18254.4"	"16207.8"	"20738.9"	"23497.7"	"20042.8"	"19116.9"	"21492.4"	"20732.5"	"14556.2"	"15031.5"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"1500.311"	"0"	"4700.99696420672"	"13"
"False"	"IsMasterProtein"	"PF3D7_1116700"	"organism=Plasmodium_falciparum_3D7 | product=dipeptidyl aminopeptidase 1 (DPAP1) | location=Pf3D7_11_v3:630779-632881(-) | length=700 | sequence_SO=chromosome | SO=protein_coding"	"46.8571428571429"	"29"	"254"	"29"	"1"	"700"	"80.361"	"6.19"	""	"0.941"	"1.233"	"1.229"	"1.138"	"1.119"	"1.146"	"1.160"	"0.827"	"1.039"	"12458.2"	"11722.4"	"15362.6"	"15310.2"	"14177.6"	"13944.5"	"14276.8"	"14455.8"	"10303.6"	"12948.3"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"237.989"	"0"	"4593.86068902323"	"29"
"False"	"IsMasterProtein"	"PF3D7_1012400"	"organism=Plasmodium_falciparum_3D7 | product=hypoxanthine-guanine phosphoribosyltransferase (HGPRT) | location=Pf3D7_10_v3:475327-476563(-) | length=231 | sequence_SO=chromosome | SO=protein_coding"	"67.0995670995671"	"14"	"169"	"14"	"1"	"231"	"26.346"	"7.71"	""	"0.884"	"1.131"	"1.894"	"1.086"	"1.061"	"1.514"	"1.145"	"0.524"	"0.971"	"13131.1"	"11609.5"	"14852.3"	"24876.8"	"14261.9"	"13936.5"	"19878.1"	"15032.2"	"6884.0"	"12749.7"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"463.159"	"0"	"4337.06640671064"	"14"
"False"	"IsMasterProtein"	"PF3D7_1015600"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 60 (HSP60) | location=Pf3D7_10_v3:627044-629040(-) | length=580 | sequence_SO=chromosome | SO=protein_coding"	"62.5862068965517"	"34"	"206"	"34"	"1"	"580"	"62.512"	"7.12"	""	"0.941"	"1.223"	"1.157"	"1.135"	"1.120"	"1.124"	"1.166"	"0.858"	"0.997"	"14991.8"	"14109.3"	"18332.8"	"17351.0"	"17014.8"	"16797.0"	"16850.5"	"17475.9"	"12863.3"	"14951.4"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"195.193"	"0"	"4257.2136134026"	"34"
"False"	"IsMasterProtein"	"PF3D7_1439900"	"organism=Plasmodium_falciparum_3D7 | product=triosephosphate isomerase (TIM) | location=Pf3D7_14_v3:1622576-1623612(+) | length=248 | sequence_SO=chromosome | SO=protein_coding"	"56.0483870967742"	"13"	"200"	"13"	"1"	"248"	"27.917"	"6.42"	""	"0.930"	"1.221"	"1.204"	"1.128"	"1.110"	"1.148"	"1.151"	"0.861"	"1.025"	"14552.2"	"13539.8"	"17767.9"	"17517.5"	"16411.4"	"16151.8"	"16704.1"	"16749.2"	"12528.5"	"14911.9"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"294.521"	"0"	"4215.546415446"	"13"
"False"	"IsMasterProtein"	"PF3D7_0827900"	"organism=Plasmodium_falciparum_3D7 | product=protein disulfide isomerase (PDI8) | location=Pf3D7_08_v3:1206788-1208394(-) | length=483 | sequence_SO=chromosome | SO=protein_coding"	"56.5217391304348"	"25"	"237"	"25"	"1"	"483"	"55.479"	"5.78"	""	"0.898"	"1.213"	"1.243"	"1.143"	"1.081"	"1.155"	"1.138"	"0.830"	"0.954"	"14408.5"	"12939.4"	"17482.2"	"17915.5"	"16468.9"	"15581.9"	"16646.8"	"16403.0"	"11958.5"	"13740.6"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"49"	"371.759"	"0"	"4201.23963591074"	"25"
"False"	"IsMasterProtein"	"PF3D7_1134000"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70-3) | location=Pf3D7_11_v3:1320114-1322105(+) | length=663 | sequence_SO=chromosome | SO=protein_coding"	"52.790346907994"	"31"	"184"	"30"	"1"	"663"	"73.252"	"6.84"	""	"1.023"	"1.260"	"1.908"	"1.095"	"1.078"	"1.352"	"1.182"	"0.601"	"1.219"	"8450.6"	"8646.9"	"10651.4"	"16126.2"	"9250.8"	"9106.5"	"11426.5"	"9992.7"	"5079.9"	"10304.1"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"58.255"	"0"	"3963.93913054578"	"31"
"False"	"IsMasterProtein"	"PF3D7_0831700"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70-x) | location=Pf3D7_08_v3:1365467-1367506(-) | length=679 | sequence_SO=chromosome | SO=protein_coding"	"51.6936671575847"	"32"	"212"	"23"	"1"	"679"	"75.006"	"5.77"	""	"0.897"	"1.177"	"1.550"	"1.125"	"1.155"	"1.106"	"1.151"	"1.044"	"0.985"	"9250.8"	"8293.6"	"10888.2"	"14341.5"	"10410.8"	"10684.2"	"10233.6"	"10644.6"	"9658.4"	"9110.7"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"93.406"	"7"	"3928.97497885479"	"32"
"False"	"IsMasterProtein"	"PF3D7_0619400"	"organism=Plasmodium_falciparum_3D7 | product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | length=828 | sequence_SO=chromosome | SO=protein_coding"	"62.0772946859903"	"51"	"199"	"47"	"1"	"828"	"92.329"	"5.08"	""	"0.971"	"1.221"	"1.384"	"1.159"	"1.126"	"1.209"	"1.182"	"0.739"	"1.002"	"13136.8"	"12755.2"	"16038.9"	"18180.3"	"15229.1"	"14794.9"	"15887.8"	"15528.0"	"9706.9"	"13158.3"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"76"	"74.369"	"4"	"3707.19344952228"	"51"
"False"	"IsMasterProtein"	"PF3D7_0524000"	"organism=Plasmodium_falciparum_3D7 | product=karyopherin beta (KASbeta) | location=Pf3D7_05_v3:998753-1002124(+) | length=1123 | sequence_SO=chromosome | SO=protein_coding"	"44.2564559216385"	"44"	"205"	"44"	"1"	"1123"	"127.272"	"4.92"	""	"0.937"	"1.140"	"1.881"	"1.154"	"1.042"	"1.521"	"1.143"	"0.585"	"1.107"	"10797.9"	"10113.9"	"12306.0"	"20314.2"	"12458.9"	"11249.8"	"16422.7"	"12342.2"	"6319.6"	"11948.6"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"20.084"	"0"	"3583.81441147028"	"44"
"False"	"IsMasterProtein"	"PF3D7_0520900"	"organism=Plasmodium_falciparum_3D7 | product=S-adenosyl-L-homocysteine hydrolase (SAHH) | location=Pf3D7_05_v3:857038-858477(+) | length=479 | sequence_SO=chromosome | SO=protein_coding"	"42.1711899791232"	"18"	"235"	"18"	"1"	"479"	"53.804"	"5.92"	""	"0.859"	"1.172"	"1.132"	"1.122"	"1.078"	"1.142"	"1.124"	"0.826"	"0.905"	"11945.6"	"10258.1"	"14001.7"	"13527.0"	"13406.8"	"12875.2"	"13640.9"	"13427.1"	"9870.4"	"10806.7"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"315.228"	"0"	"3563.17137991875"	"18"
"False"	"IsMasterProtein"	"PF3D7_0826700"	"organism=Plasmodium_falciparum_3D7 | product=receptor for activated c kinase (RACK) | location=Pf3D7_08_v3:1160164-1161708(-) | length=323 | sequence_SO=chromosome | SO=protein_coding"	"73.0650154798762"	"15"	"169"	"15"	"1"	"323"	"35.664"	"6.71"	""	"0.877"	"1.197"	"1.245"	"1.162"	"1.074"	"1.203"	"1.144"	"0.697"	"0.977"	"9340.5"	"8191.5"	"11177.8"	"11628.4"	"10853.7"	"10029.1"	"11240.5"	"10690.2"	"6513.6"	"9130.3"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"277.256"	"0"	"3487.68060302552"	"15"
"False"	"IsMasterProtein"	"PF3D7_1008700"	"organism=Plasmodium_falciparum_3D7 | product=tubulin beta chain | location=Pf3D7_10_v3:360625-362480(-) | length=445 | sequence_SO=chromosome | SO=protein_coding"	"55.9550561797753"	"19"	"188"	"15"	"1"	"445"	"49.719"	"4.83"	""	"0.980"	"1.250"	"1.352"	"1.135"	"1.126"	"1.200"	"1.218"	"0.838"	"1.098"	"9203.2"	"9015.3"	"11503.3"	"12442.4"	"10447.0"	"10361.8"	"11040.8"	"11212.0"	"7707.8"	"10103.6"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"561.341"	"8"	"3468.58572466482"	"19"
"False"	"IsMasterProtein"	"PF3D7_0708800"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 110 (HSP110c) | location=Pf3D7_07_v3:395711-398332(+) | length=873 | sequence_SO=chromosome | SO=protein_coding"	"50.6300114547537"	"33"	"192"	"33"	"1"	"873"	"99.902"	"5.69"	""	"0.970"	"1.171"	"2.389"	"1.140"	"1.176"	"1.557"	"1.200"	"0.913"	"0.985"	"6131.9"	"5949.6"	"7178.6"	"14648.7"	"6987.9"	"7213.8"	"9544.9"	"7356.5"	"5595.9"	"6038.6"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"29.917"	"0"	"3346.7867222779"	"33"
