"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (127C, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (128N, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (128C, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (129N, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (129C, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (130N, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (130C, Quinine57) / (126, Quinine57)"	"Abundance Ratio: (131, Quinine57) / (126, Quinine57)"	"Abundance: F2: 126, Sample, Quinine57"	"Abundance: F2: 127N, Sample, Quinine57"	"Abundance: F2: 127C, Sample, Quinine57"	"Abundance: F2: 128N, Sample, Quinine57"	"Abundance: F2: 128C, Sample, Quinine57"	"Abundance: F2: 129N, Sample, Quinine57"	"Abundance: F2: 129C, Sample, Quinine57"	"Abundance: F2: 130N, Sample, Quinine57"	"Abundance: F2: 130C, Sample, Quinine57"	"Abundance: F2: 131, Sample, Quinine57"	"Abundances Count: F2: 126, Sample, Quinine57"	"Abundances Count: F2: 127N, Sample, Quinine57"	"Abundances Count: F2: 127C, Sample, Quinine57"	"Abundances Count: F2: 128N, Sample, Quinine57"	"Abundances Count: F2: 128C, Sample, Quinine57"	"Abundances Count: F2: 129N, Sample, Quinine57"	"Abundances Count: F2: 129C, Sample, Quinine57"	"Abundances Count: F2: 130N, Sample, Quinine57"	"Abundances Count: F2: 130C, Sample, Quinine57"	"Abundances Count: F2: 131, Sample, Quinine57"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot"
"False"	"IsMasterProtein"	"PF3D7_1012400"	"organism=Plasmodium_falciparum_3D7 | product=hypoxanthine-guanine phosphoribosyltransferase (HGPRT) | location=Pf3D7_10_v3:475327-476563(-) | length=231 | sequence_SO=chromosome | SO=protein_coding"	"78.3549783549784"	"17"	"194"	"17"	"1"	"231"	"26.346"	"7.71"	""	"0.650"	"0.855"	"0.889"	"0.921"	"0.971"	"1.072"	"1.020"	"0.613"	"0.703"	"19987.2"	"12983.4"	"17086.4"	"17767.9"	"18405.8"	"19402.8"	"21419.5"	"20392.0"	"12247.8"	"14047.9"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"4640.589"	"0"	"5087.18936228143"	"17"
"False"	"IsMasterProtein"	"PF3D7_0818900"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70) | location=Pf3D7_08_v3:860384-862417(+) | length=677 | sequence_SO=chromosome | SO=protein_coding"	"52.1418020679468"	"32"	"281"	"24"	"1"	"677"	"73.868"	"5.67"	""	"0.978"	"1.258"	"1.252"	"1.248"	"1.243"	"1.230"	"1.173"	"0.858"	"1.007"	"18480.6"	"18077.5"	"23257.8"	"23129.0"	"23055.7"	"22978.6"	"22736.0"	"21678.0"	"15853.8"	"18606.9"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"164.772"	"15"	"4935.50957088201"	"32"
"False"	"IsMasterProtein"	"PF3D7_0619400"	"organism=Plasmodium_falciparum_3D7 | product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | length=828 | sequence_SO=chromosome | SO=protein_coding"	"67.3913043478261"	"53"	"223"	"50"	"1"	"828"	"92.329"	"5.08"	"Acetyl [N-Term]"	"0.930"	"1.199"	"1.256"	"1.208"	"1.339"	"1.315"	"1.223"	"0.870"	"0.911"	"15315.3"	"14237.7"	"18367.6"	"19230.6"	"18497.2"	"20514.7"	"20145.1"	"18727.6"	"13321.6"	"13944.6"	"80"	"80"	"80"	"80"	"80"	"80"	"80"	"80"	"80"	"80"	"116.537"	"3"	"4635.73169277731"	"53"
"False"	"IsMasterProtein"	"PF3D7_1008700"	"organism=Plasmodium_falciparum_3D7 | product=tubulin beta chain | location=Pf3D7_10_v3:360625-362480(-) | length=445 | sequence_SO=chromosome | SO=protein_coding"	"78.2022471910112"	"24"	"249"	"20"	"1"	"445"	"49.719"	"4.83"	""	"1.034"	"1.329"	"1.322"	"1.249"	"1.352"	"1.345"	"1.312"	"0.946"	"1.099"	"11401.7"	"11787.3"	"15152.7"	"15071.0"	"14245.8"	"15415.1"	"15335.6"	"14963.3"	"10791.6"	"12529.8"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"2153.435"	"10"	"4467.26297794622"	"24"
"False"	"IsMasterProtein"	"PF3D7_1015600"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 60 (HSP60) | location=Pf3D7_10_v3:627044-629040(-) | length=580 | sequence_SO=chromosome | SO=protein_coding"	"62.5862068965517"	"34"	"215"	"34"	"1"	"580"	"62.512"	"7.12"	""	"1.047"	"1.351"	"1.314"	"1.328"	"1.284"	"1.345"	"1.267"	"0.965"	"1.103"	"16631.7"	"17411.6"	"22469.4"	"21859.2"	"22094.7"	"21347.9"	"22364.4"	"21064.2"	"16046.3"	"18344.5"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"324.233"	"0"	"4327.30230961331"	"34"
"False"	"IsMasterProtein"	"PF3D7_1439900"	"organism=Plasmodium_falciparum_3D7 | product=triosephosphate isomerase (TIM) | location=Pf3D7_14_v3:1622576-1623612(+) | length=248 | sequence_SO=chromosome | SO=protein_coding"	"68.9516129032258"	"14"	"190"	"14"	"1"	"248"	"27.917"	"6.42"	""	"0.983"	"1.354"	"1.311"	"1.335"	"1.327"	"1.326"	"1.311"	"0.992"	"1.080"	"14633.3"	"14386.5"	"19808.3"	"19187.1"	"19535.7"	"19414.6"	"19402.4"	"19177.7"	"14512.4"	"15806.6"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"386.468"	"0"	"4144.45440645561"	"14"
"False"	"IsMasterProtein"	"PF3D7_0826700"	"organism=Plasmodium_falciparum_3D7 | product=receptor for activated c kinase (RACK) | location=Pf3D7_08_v3:1160164-1161708(-) | length=323 | sequence_SO=chromosome | SO=protein_coding"	"73.0650154798762"	"15"	"184"	"15"	"1"	"323"	"35.664"	"6.71"	""	"0.871"	"1.156"	"1.142"	"1.190"	"1.203"	"1.269"	"1.203"	"0.826"	"0.931"	"11453.1"	"9979.0"	"13245.4"	"13083.7"	"13631.9"	"13773.9"	"14534.7"	"13778.7"	"9455.5"	"10662.4"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"358.381"	"0"	"4109.60833110129"	"15"
"False"	"IsMasterProtein"	"PF3D7_0608800"	"organism=Plasmodium_falciparum_3D7 | product=ornithine aminotransferase (OAT) | location=Pf3D7_06_v3:362635-363879(+) | length=414 | sequence_SO=chromosome | SO=protein_coding"	"73.4299516908213"	"28"	"198"	"28"	"1"	"414"	"46.025"	"6.89"	""	"1.080"	"1.423"	"1.381"	"1.249"	"1.328"	"1.219"	"1.099"	"0.849"	"1.026"	"11974.9"	"12927.9"	"17043.4"	"16538.8"	"14962.5"	"15900.7"	"14594.2"	"13160.1"	"10162.3"	"12284.6"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"780.371"	"0"	"4031.83639332894"	"28"
"False"	"IsMasterProtein"	"PF3D7_0903700"	"organism=Plasmodium_falciparum_3D7 | product=alpha tubulin 1 | location=Pf3D7_09_v3:175542-177442(+) | length=453 | sequence_SO=chromosome | SO=protein_coding"	"61.3686534216336"	"24"	"168"	"5"	"1"	"453"	"50.264"	"5.06"	""	"1.044"	"1.392"	"1.362"	"1.311"	"1.385"	"1.331"	"1.355"	"0.983"	"1.122"	"7929.1"	"8279.9"	"11040.0"	"10798.2"	"10395.5"	"10985.5"	"10555.6"	"10745.3"	"7797.6"	"8894.4"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"477.63"	"29"	"3793.26112245646"	"24"
"False"	"IsMasterProtein"	"PF3D7_1412300"	"organism=Plasmodium_falciparum_3D7 | product=nuclear transport factor 2, putative (NTF2) | location=Pf3D7_14_v3:491494-492221(-) | length=125 | sequence_SO=chromosome | SO=protein_coding"	"51.2"	"6"	"200"	"6"	"1"	"125"	"14.428"	"5.81"	"Acetyl [N-Term]"	"1.047"	"1.343"	"1.343"	"1.336"	"1.348"	"1.389"	"1.304"	"0.996"	"1.151"	"8790.1"	"9201.3"	"11808.4"	"11806.5"	"11739.9"	"11851.5"	"12209.9"	"11462.4"	"8751.8"	"10113.1"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"17781.794"	"0"	"3735.68858750281"	"6"
"False"	"IsMasterProtein"	"PF3D7_1016300"	"organism=Plasmodium_falciparum_3D7 | product=glycophorin binding protein (GBP) | location=Pf3D7_10_v3:650898-653567(-) | length=824 | sequence_SO=chromosome | SO=protein_coding"	"77.3058252427185"	"22"	"257"	"22"	"1"	"824"	"95.786"	"5.14"	""	"0.905"	"1.106"	"1.147"	"1.095"	"1.153"	"1.220"	"1.079"	"0.731"	"0.848"	"10279.8"	"9307.3"	"11367.5"	"11791.2"	"11251.3"	"11857.4"	"12540.1"	"11093.7"	"7509.7"	"8713.3"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"13.497"	"0"	"3731.38986742947"	"22"
"False"	"IsMasterProtein"	"PF3D7_0807500"	"organism=Plasmodium_falciparum_3D7 | product=proteasome subunit alpha type-6, putative | location=Pf3D7_08_v3:387219-388364(+) | length=260 | sequence_SO=chromosome | SO=protein_coding"	"71.9230769230769"	"19"	"168"	"19"	"1"	"260"	"29.481"	"5.54"	"Acetyl [N-Term]"	"1.008"	"1.266"	"1.246"	"1.253"	"1.266"	"1.300"	"1.249"	"0.891"	"1.003"	"10423.3"	"10502.8"	"13191.3"	"12987.1"	"13060.0"	"13198.1"	"13553.8"	"13014.6"	"9284.4"	"10458.5"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"1718.072"	"0"	"3651.68744081239"	"19"
"False"	"IsMasterProtein"	"PF3D7_1108600"	"organism=Plasmodium_falciparum_3D7 | product=endoplasmic reticulum-resident calcium binding protein (ERC) | location=Pf3D7_11_v3:369675-370706(-) | length=343 | sequence_SO=chromosome | SO=protein_coding"	"70.2623906705539"	"23"	"176"	"23"	"1"	"343"	"39.35"	"4.67"	""	"1.023"	"1.364"	"1.328"	"1.332"	"1.313"	"1.358"	"1.328"	"1.047"	"1.063"	"12740.3"	"13030.9"	"17378.6"	"16922.9"	"16966.1"	"16725.3"	"17301.3"	"16913.5"	"13334.5"	"13547.5"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"549.479"	"0"	"3637.39677289771"	"23"
"False"	"IsMasterProtein"	"PF3D7_1361900"	"organism=Plasmodium_falciparum_3D7 | product=proliferating cell nuclear antigen 1 (PCNA1) | location=Pf3D7_13_v3:2482472-2483296(-) | length=274 | sequence_SO=chromosome | SO=protein_coding"	"80.2919708029197"	"19"	"185"	"18"	"1"	"274"	"30.568"	"4.86"	""	"1.035"	"1.391"	"1.321"	"1.370"	"1.297"	"1.366"	"1.279"	"0.967"	"1.083"	"15863.2"	"16420.5"	"22060.7"	"20950.2"	"21725.0"	"20576.6"	"21672.0"	"20283.1"	"15343.3"	"17177.7"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"884.867"	"2"	"3577.97032027071"	"19"
"False"	"IsMasterProtein"	"PF3D7_0220000"	"organism=Plasmodium_falciparum_3D7 | product=liver stage antigen 3 (LSA3) | location=Pf3D7_02_v3:796752-801586(+) | length=1558 | sequence_SO=chromosome | SO=protein_coding"	"31.8998716302953"	"41"	"166"	"41"	"1"	"1558"	"175.553"	"4.21"	""	"1.065"	"1.415"	"1.385"	"1.411"	"1.378"	"1.412"	"1.280"	"0.960"	"1.078"	"9627.9"	"10249.7"	"13624.8"	"13330.8"	"13586.2"	"13268.8"	"13595.0"	"12320.9"	"9245.1"	"10382.1"	"65"	"65"	"65"	"65"	"65"	"65"	"65"	"65"	"65"	"65"	"24.119"	"0"	"3484.52624813589"	"41"
"False"	"IsMasterProtein"	"PF3D7_0727400"	"organism=Plasmodium_falciparum_3D7 | product=proteasome subunit alpha type-5, putative | location=Pf3D7_07_v3:1162710-1163831(+) | length=256 | sequence_SO=chromosome | SO=protein_coding"	"90.234375"	"18"	"127"	"17"	"1"	"256"	"28.37"	"5.08"	""	"0.984"	"1.287"	"1.269"	"1.290"	"1.296"	"1.349"	"1.255"	"0.918"	"1.026"	"9655.7"	"9497.0"	"12423.3"	"12254.3"	"12455.6"	"12513.2"	"13024.8"	"12113.7"	"8862.4"	"9909.7"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"315.228"	"2"	"3176.3483208213"	"18"
"False"	"IsMasterProtein"	"PF3D7_0610800"	"organism=Plasmodium_falciparum_3D7 | product=transketolase (TK) | location=Pf3D7_06_v3:453671-455689(+) | length=672 | sequence_SO=chromosome | SO=protein_coding"	"55.8035714285714"	"33"	"144"	"33"	"1"	"672"	"75.767"	"6.98"	"Acetyl [N-Term]"	"0.770"	"0.945"	"0.972"	"0.946"	"1.052"	"1.057"	"1.075"	"0.678"	"0.825"	"11918.5"	"9179.4"	"11258.5"	"11580.7"	"11270.4"	"12539.2"	"12599.9"	"12811.3"	"8079.2"	"9836.9"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"56"	"63.495"	"0"	"2979.82401615362"	"33"
"False"	"IsMasterProtein"	"PF3D7_1446200"	"organism=Plasmodium_falciparum_3D7 | product=M17 leucyl aminopeptidase (LAP) | location=Pf3D7_14_v3:1893200-1895017(-) | length=605 | sequence_SO=chromosome | SO=protein_coding"	"39.3388429752066"	"23"	"134"	"23"	"1"	"605"	"67.778"	"8.6"	""	"0.953"	"1.265"	"1.427"	"1.527"	"1.421"	"1.174"	"1.213"	"1.082"	"1.119"	"11149.0"	"10630.5"	"14108.1"	"15904.2"	"17020.8"	"15844.8"	"13090.6"	"13526.6"	"12061.1"	"12471.0"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"45"	"32.405"	"0"	"2917.26011202208"	"23"
"False"	"IsMasterProtein"	"PF3D7_1353900"	"organism=Plasmodium_falciparum_3D7 | product=proteasome subunit alpha type-7, putative | location=Pf3D7_13_v3:2154162-2155217(+) | length=241 | sequence_SO=chromosome | SO=protein_coding"	"72.6141078838174"	"14"	"118"	"14"	"1"	"241"	"27.211"	"6.55"	""	"0.976"	"1.279"	"1.235"	"1.269"	"1.270"	"1.366"	"1.257"	"0.907"	"1.019"	"8338.3"	"8134.6"	"10665.8"	"10301.6"	"10580.0"	"10589.4"	"11386.6"	"10482.4"	"7559.3"	"8493.3"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"3980.072"	"0"	"2854.44761726937"	"14"
"False"	"IsMasterProtein"	"PF3D7_0801000"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein (PHISTc), unknown function | location=Pf3D7_08_v3:84568-88422(-) | length=1219 | sequence_SO=chromosome | SO=protein_coding"	"30.2707136997539"	"27"	"136"	"27"	"1"	"1219"	"146.979"	"6.05"	""	"1.033"	"1.348"	"1.308"	"1.279"	"1.283"	"1.290"	"1.177"	"0.859"	"1.006"	"4704.5"	"4860.3"	"6340.5"	"6151.6"	"6019.3"	"6033.6"	"6067.0"	"5536.3"	"4040.2"	"4734.7"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"5.31"	"0"	"2852.65506202028"	"27"
"False"	"IsMasterProtein"	"PF3D7_0922200"	"organism=Plasmodium_falciparum_3D7 | product=S-adenosylmethionine synthetase (SAMS) | location=Pf3D7_09_v3:903362-904570(+) | length=402 | sequence_SO=chromosome | SO=protein_coding"	"65.4228855721393"	"21"	"116"	"21"	"1"	"402"	"44.816"	"6.74"	""	"0.884"	"1.152"	"1.139"	"1.114"	"1.178"	"1.195"	"1.160"	"0.820"	"0.954"	"7562.8"	"6686.1"	"8709.2"	"8611.0"	"8426.0"	"8909.4"	"9040.1"	"8775.1"	"6199.3"	"7216.8"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"34"	"119.226"	"0"	"2813.28129303385"	"21"
"False"	"IsMasterProtein"	"PF3D7_1457200"	"organism=Plasmodium_falciparum_3D7 | product=thioredoxin 1 (TRX1) | location=Pf3D7_14_v3:2343640-2344218(-) | length=104 | sequence_SO=chromosome | SO=protein_coding"	"48.0769230769231"	"5"	"109"	"5"	"1"	"104"	"11.709"	"4.75"	""	"1.037"	"1.359"	"1.313"	"1.330"	"1.280"	"1.351"	"1.271"	"0.965"	"1.109"	"7628.9"	"7914.3"	"10367.6"	"10017.1"	"10144.9"	"9765.4"	"10307.7"	"9696.1"	"7358.5"	"8462.5"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"6308.573"	"0"	"2794.53790420872"	"5"
"False"	"IsMasterProtein"	"PF3D7_0207700"	"organism=Plasmodium_falciparum_3D7 | product=serine repeat antigen 4 (SERA4) | location=Pf3D7_02_v3:308847-312155(-) | length=962 | sequence_SO=chromosome | SO=protein_coding"	"55.9251559251559"	"48"	"129"	"38"	"1"	"962"	"108.612"	"5.76"	""	"0.997"	"1.285"	"1.279"	"1.295"	"1.308"	"1.320"	"1.313"	"0.951"	"1.041"	"7814.0"	"7787.5"	"10041.7"	"9996.1"	"10116.9"	"10223.8"	"10312.3"	"10259.4"	"7433.9"	"8137.5"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"18.602"	"12"	"2651.47707255411"	"48"
