"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (127C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (128N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (128C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (129N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (129C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (130N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (130C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (131, Quinine51) / (126, Quinine51)"	"Abundance: F5: 126, Sample, Quinine51"	"Abundance: F5: 127N, Sample, Quinine51"	"Abundance: F5: 127C, Sample, Quinine51"	"Abundance: F5: 128N, Sample, Quinine51"	"Abundance: F5: 128C, Sample, Quinine51"	"Abundance: F5: 129N, Sample, Quinine51"	"Abundance: F5: 129C, Sample, Quinine51"	"Abundance: F5: 130N, Sample, Quinine51"	"Abundance: F5: 130C, Sample, Quinine51"	"Abundance: F5: 131, Sample, Quinine51"	"Abundances Count: F5: 126, Sample, Quinine51"	"Abundances Count: F5: 127N, Sample, Quinine51"	"Abundances Count: F5: 127C, Sample, Quinine51"	"Abundances Count: F5: 128N, Sample, Quinine51"	"Abundances Count: F5: 128C, Sample, Quinine51"	"Abundances Count: F5: 129N, Sample, Quinine51"	"Abundances Count: F5: 129C, Sample, Quinine51"	"Abundances Count: F5: 130N, Sample, Quinine51"	"Abundances Count: F5: 130C, Sample, Quinine51"	"Abundances Count: F5: 131, Sample, Quinine51"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot"
"False"	"IsMasterProtein"	"PF3D7_1454400"	"organism=Plasmodium_falciparum_3D7 | product=aminopeptidase P (APP) | location=Pf3D7_14_v3:2234143-2236476(+) | length=777 | sequence_SO=chromosome | SO=protein_coding"	"51.994851994852"	"38"	"325"	"38"	"1"	"777"	"90.073"	"6.81"	""	"0.862"	"1.122"	"1.068"	"0.990"	"1.038"	"0.884"	"1.024"	"0.921"	"0.744"	"27001.0"	"23282.6"	"30284.0"	"28829.1"	"26730.5"	"28023.2"	"23860.1"	"27645.6"	"24879.0"	"20083.7"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"79"	"397.107"	"0"	"5746.35174259246"	"38"
"False"	"IsMasterProtein"	"PF3D7_0917900"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70-2) | location=Pf3D7_09_v3:737985-740276(+) | length=652 | sequence_SO=chromosome | SO=protein_coding"	"54.1411042944785"	"33"	"324"	"32"	"1"	"652"	"72.343"	"5.31"	""	"0.936"	"1.263"	"1.159"	"0.861"	"0.917"	"0.778"	"0.905"	"0.803"	"0.705"	"23790.2"	"22264.2"	"30036.7"	"27576.6"	"20489.5"	"21817.4"	"18501.9"	"21519.7"	"19103.8"	"16777.5"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"941.668"	"2"	"5741.90532753744"	"33"
"False"	"IsMasterProtein"	"PF3D7_0818900"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70) | location=Pf3D7_08_v3:860384-862417(+) | length=677 | sequence_SO=chromosome | SO=protein_coding"	"48.7444608567208"	"30"	"306"	"21"	"1"	"677"	"73.868"	"5.67"	""	"0.875"	"1.026"	"0.987"	"1.049"	"1.003"	"0.880"	"0.925"	"0.770"	"0.609"	"17955.5"	"15705.2"	"18428.7"	"17727.6"	"18827.3"	"18010.5"	"15809.8"	"16611.1"	"13818.3"	"10938.1"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"343.021"	"5"	"5411.68871218624"	"30"
"False"	"IsMasterProtein"	"PF3D7_1444800"	"organism=Plasmodium_falciparum_3D7 | product=fructose-bisphosphate aldolase (FBPA) | location=Pf3D7_14_v3:1844041-1845617(-) | length=369 | sequence_SO=chromosome | SO=protein_coding"	"66.6666666666667"	"21"	"243"	"21"	"1"	"369"	"40.08"	"8.12"	"Acetyl [N-Term]"	"0.807"	"1.222"	"0.985"	"0.923"	"0.845"	"0.754"	"0.809"	"0.750"	"0.583"	"18395.5"	"14840.1"	"22476.9"	"18121.6"	"16981.8"	"15551.2"	"13868.2"	"14880.0"	"13803.1"	"10718.2"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"2720.339"	"0"	"5148.69164115778"	"21"
"False"	"IsMasterProtein"	"PF3D7_0818200"	"organism=Plasmodium_falciparum_3D7 | product=14-3-3 protein (14-3-3I) | location=Pf3D7_08_v3:830006-831454(+) | length=262 | sequence_SO=chromosome | SO=protein_coding"	"69.8473282442748"	"21"	"263"	"18"	"1"	"262"	"30.174"	"4.92"	""	"0.896"	"1.241"	"1.181"	"0.947"	"0.973"	"0.850"	"0.938"	"0.799"	"0.616"	"19798.9"	"17738.1"	"24563.8"	"23384.7"	"18742.2"	"19259.8"	"16830.7"	"18575.7"	"15822.0"	"12187.1"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"41"	"3980.072"	"6"	"5082.60938341101"	"21"
"False"	"IsMasterProtein"	"PF3D7_1012400"	"organism=Plasmodium_falciparum_3D7 | product=hypoxanthine-guanine phosphoribosyltransferase (HGPRT) | location=Pf3D7_10_v3:475327-476563(-) | length=231 | sequence_SO=chromosome | SO=protein_coding"	"77.9220779220779"	"15"	"183"	"15"	"1"	"231"	"26.346"	"7.71"	""	"0.853"	"1.220"	"1.025"	"0.875"	"0.874"	"0.785"	"0.906"	"0.839"	"0.645"	"16138.8"	"13763.2"	"19691.7"	"16534.8"	"14124.1"	"14101.0"	"12675.7"	"14622.1"	"13535.7"	"10417.5"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"2510.886"	"0"	"4868.50254419023"	"15"
"False"	"IsMasterProtein"	"PF3D7_1361900"	"organism=Plasmodium_falciparum_3D7 | product=proliferating cell nuclear antigen 1 (PCNA1) | location=Pf3D7_13_v3:2482472-2483296(-) | length=274 | sequence_SO=chromosome | SO=protein_coding"	"80.2919708029197"	"20"	"204"	"20"	"1"	"274"	"30.568"	"4.86"	""	"0.912"	"1.112"	"1.097"	"1.016"	"1.044"	"0.912"	"1.020"	"0.942"	"0.738"	"19184.4"	"17492.4"	"21337.0"	"21047.7"	"19492.7"	"20035.6"	"17503.9"	"19560.3"	"18069.7"	"14166.0"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"40"	"1437.45"	"0"	"4536.16882592535"	"20"
"False"	"IsMasterProtein"	"PF3D7_0619400"	"organism=Plasmodium_falciparum_3D7 | product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | length=828 | sequence_SO=chromosome | SO=protein_coding"	"71.256038647343"	"56"	"240"	"52"	"1"	"828"	"92.329"	"5.08"	""	"0.873"	"1.198"	"1.086"	"0.975"	"0.933"	"0.807"	"0.940"	"0.794"	"0.675"	"18896.1"	"16502.9"	"22629.5"	"20517.2"	"18425.5"	"17634.1"	"15254.6"	"17771.1"	"14996.8"	"12764.0"	"86"	"86"	"86"	"86"	"86"	"86"	"86"	"86"	"86"	"86"	"175.041"	"4"	"4497.90272084822"	"56"
"False"	"IsMasterProtein"	"PF3D7_1439900"	"organism=Plasmodium_falciparum_3D7 | product=triosephosphate isomerase (TIM) | location=Pf3D7_14_v3:1622576-1623612(+) | length=248 | sequence_SO=chromosome | SO=protein_coding"	"68.1451612903226"	"13"	"202"	"13"	"1"	"248"	"27.917"	"6.42"	""	"0.915"	"1.136"	"1.109"	"0.994"	"1.044"	"0.900"	"1.036"	"0.934"	"0.767"	"17728.8"	"16229.9"	"20148.5"	"19658.4"	"17621.4"	"18512.2"	"15952.9"	"18358.3"	"16557.3"	"13596.6"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"580.709"	"0"	"4410.83998376555"	"13"
"False"	"IsMasterProtein"	"PF3D7_0903700"	"organism=Plasmodium_falciparum_3D7 | product=alpha tubulin 1 | location=Pf3D7_09_v3:175542-177442(+) | length=453 | sequence_SO=chromosome | SO=protein_coding"	"59.1611479028698"	"21"	"179"	"5"	"1"	"453"	"50.264"	"5.06"	""	"0.923"	"1.165"	"1.092"	"0.949"	"0.972"	"0.896"	"1.030"	"0.894"	"0.748"	"10601.0"	"9786.3"	"12352.9"	"11580.3"	"10056.1"	"10309.0"	"9495.6"	"10915.3"	"9472.3"	"7930.7"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"330.131"	"23"	"4349.49982982428"	"21"
"False"	"IsMasterProtein"	"PF3D7_1015600"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 60 (HSP60) | location=Pf3D7_10_v3:627044-629040(-) | length=580 | sequence_SO=chromosome | SO=protein_coding"	"62.7586206896552"	"35"	"186"	"35"	"1"	"580"	"62.512"	"7.12"	""	"0.925"	"1.128"	"1.087"	"0.994"	"1.038"	"0.921"	"1.026"	"0.902"	"0.753"	"18085.2"	"16737.8"	"20404.8"	"19664.7"	"17972.7"	"18773.8"	"16652.4"	"18553.0"	"16316.6"	"13627.1"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"218.515"	"0"	"4064.35986817778"	"35"
"False"	"IsMasterProtein"	"PF3D7_1108600"	"organism=Plasmodium_falciparum_3D7 | product=endoplasmic reticulum-resident calcium binding protein (ERC) | location=Pf3D7_11_v3:369675-370706(-) | length=343 | sequence_SO=chromosome | SO=protein_coding"	"74.6355685131195"	"27"	"227"	"27"	"1"	"343"	"39.35"	"4.67"	""	"1.009"	"1.231"	"1.257"	"0.956"	"1.011"	"0.845"	"1.011"	"0.869"	"0.736"	"19957.4"	"20132.5"	"24575.6"	"25083.4"	"19077.8"	"20178.3"	"16865.4"	"20175.9"	"17342.4"	"14681.6"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"50"	"1088.023"	"0"	"4060.84351456678"	"27"
"False"	"IsMasterProtein"	"PF3D7_0922500"	"organism=Plasmodium_falciparum_3D7 | product=phosphoglycerate kinase (PGK) | location=Pf3D7_09_v3:913230-914480(+) | length=416 | sequence_SO=chromosome | SO=protein_coding"	"76.2019230769231"	"27"	"176"	"27"	"1"	"416"	"45.398"	"7.83"	""	"0.793"	"1.288"	"1.126"	"0.890"	"0.890"	"0.791"	"0.856"	"0.764"	"0.535"	"17237.7"	"13662.9"	"22199.4"	"19404.7"	"15334.8"	"15336.9"	"13633.1"	"14755.9"	"13176.6"	"9215.3"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"46"	"291.864"	"0"	"3759.11105063166"	"27"
"False"	"IsMasterProtein"	"PF3D7_1008700"	"organism=Plasmodium_falciparum_3D7 | product=tubulin beta chain | location=Pf3D7_10_v3:360625-362480(-) | length=445 | sequence_SO=chromosome | SO=protein_coding"	"78.2022471910112"	"24"	"202"	"20"	"1"	"445"	"49.719"	"4.83"	""	"0.927"	"1.173"	"1.105"	"0.966"	"0.993"	"0.875"	"1.016"	"0.858"	"0.760"	"11555.0"	"10711.6"	"13548.5"	"12766.1"	"11158.5"	"11475.2"	"10110.5"	"11744.7"	"9910.5"	"8777.3"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"999"	"10"	"3580.53976650195"	"24"
"False"	"IsMasterProtein"	"PF3D7_1246200"	"organism=Plasmodium_falciparum_3D7 | product=actin I (ACT1) | location=Pf3D7_12_v3:1920784-1921914(+) | length=376 | sequence_SO=chromosome | SO=protein_coding"	"72.6063829787234"	"22"	"143"	"19"	"1"	"376"	"41.844"	"5.34"	"Acetyl [N-Term; N-Term]"	"1.344"	"1.437"	"1.523"	"0.874"	"0.986"	"0.774"	"0.953"	"0.891"	"0.987"	"8964.6"	"12045.5"	"12885.8"	"13654.1"	"7832.4"	"8842.0"	"6940.6"	"8540.4"	"7985.7"	"8848.4"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"330.131"	"7"	"3532.98403383724"	"22"
"False"	"IsMasterProtein"	"PF3D7_0831700"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70-x) | location=Pf3D7_08_v3:1365467-1367506(-) | length=679 | sequence_SO=chromosome | SO=protein_coding"	"55.9646539027982"	"33"	"183"	"24"	"1"	"679"	"75.006"	"5.77"	""	"0.904"	"1.127"	"1.078"	"0.980"	"0.965"	"0.856"	"0.956"	"0.846"	"0.705"	"15092.1"	"13637.5"	"17015.2"	"16268.6"	"14788.9"	"14557.4"	"12925.8"	"14424.9"	"12774.5"	"10642.9"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"124.893"	"16"	"3467.55011076294"	"33"
"False"	"IsMasterProtein"	"PF3D7_0915400"	"organism=Plasmodium_falciparum_3D7 | product=6-phosphofructokinase (PFK9) | location=Pf3D7_09_v3:650585-654841(-) | length=1418 | sequence_SO=chromosome | SO=protein_coding"	"50.4231311706629"	"58"	"171"	"58"	"1"	"1418"	"159.351"	"6.76"	""	"0.916"	"1.161"	"1.038"	"0.950"	"0.912"	"0.821"	"0.953"	"0.818"	"0.709"	"13495.8"	"12356.5"	"15666.1"	"14008.0"	"12819.3"	"12309.0"	"11077.0"	"12857.1"	"11033.3"	"9562.5"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"16.901"	"0"	"3412.72570952495"	"58"
"False"	"IsMasterProtein"	"PF3D7_0524000"	"organism=Plasmodium_falciparum_3D7 | product=karyopherin beta (KASbeta) | location=Pf3D7_05_v3:998753-1002124(+) | length=1123 | sequence_SO=chromosome | SO=protein_coding"	"48.4416740872663"	"47"	"184"	"47"	"1"	"1123"	"127.272"	"4.92"	""	"0.798"	"1.305"	"1.082"	"0.875"	"0.824"	"0.730"	"0.835"	"0.714"	"0.658"	"15383.0"	"12281.0"	"20073.9"	"16645.2"	"13457.4"	"12677.4"	"11223.9"	"12849.8"	"10988.3"	"10121.4"	"75"	"75"	"75"	"75"	"75"	"75"	"75"	"75"	"75"	"75"	"30.114"	"0"	"3368.19829451826"	"47"
"False"	"IsMasterProtein"	"PF3D7_0826700"	"organism=Plasmodium_falciparum_3D7 | product=receptor for activated c kinase (RACK) | location=Pf3D7_08_v3:1160164-1161708(-) | length=323 | sequence_SO=chromosome | SO=protein_coding"	"73.0650154798762"	"15"	"157"	"15"	"1"	"323"	"35.664"	"6.71"	""	"0.881"	"1.175"	"1.121"	"0.961"	"0.959"	"0.882"	"1.021"	"0.854"	"0.719"	"11354.4"	"10008.0"	"13346.4"	"12730.3"	"10913.6"	"10888.2"	"10019.6"	"11587.4"	"9693.8"	"8163.1"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"358.381"	"0"	"3349.10270546831"	"15"
"False"	"IsMasterProtein"	"PF3D7_1115700"	"organism=Plasmodium_falciparum_3D7 | product=cysteine proteinase falcipain 2a (FP2A) | location=Pf3D7_11_v3:592130-593584(-) | length=484 | sequence_SO=chromosome | SO=protein_coding"	"29.5454545454545"	"11"	"151"	"1"	"1"	"484"	"55.892"	"7.43"	""	"0.934"	"1.136"	"1.142"	"1.018"	"1.050"	"0.906"	"1.027"	"0.964"	"0.762"	"9211.5"	"8600.3"	"10462.4"	"10518.0"	"9375.3"	"9670.1"	"8350.1"	"9461.8"	"8877.6"	"7014.7"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"49.548"	"20"	"3340.09516463434"	"11"
"False"	"IsMasterProtein"	"PF3D7_1412300"	"organism=Plasmodium_falciparum_3D7 | product=nuclear transport factor 2, putative (NTF2) | location=Pf3D7_14_v3:491494-492221(-) | length=125 | sequence_SO=chromosome | SO=protein_coding"	"51.2"	"7"	"167"	"7"	"1"	"125"	"14.428"	"5.81"	"Acetyl [N-Term]"	"0.925"	"1.127"	"1.101"	"0.982"	"1.052"	"0.899"	"1.043"	"0.916"	"0.790"	"9226.1"	"8530.2"	"10396.8"	"10156.8"	"9062.9"	"9706.5"	"8296.0"	"9621.3"	"8453.8"	"7284.3"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"23712.737"	"0"	"3256.15258667809"	"7"
"False"	"IsMasterProtein"	"PF3D7_1436000"	"organism=Plasmodium_falciparum_3D7 | product=glucose-6-phosphate isomerase (GPI) | location=Pf3D7_14_v3:1458131-1459870(+) | length=579 | sequence_SO=chromosome | SO=protein_coding"	"43.3506044905009"	"24"	"174"	"24"	"1"	"579"	"67.325"	"7.24"	""	"0.916"	"1.226"	"1.209"	"0.961"	"1.017"	"0.891"	"1.012"	"0.918"	"0.709"	"11600.9"	"10621.0"	"14217.4"	"14021.7"	"11148.3"	"11803.5"	"10332.6"	"11745.5"	"10649.9"	"8221.2"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"53"	"105.247"	"0"	"3243.2946343137"	"24"
"False"	"IsMasterProtein"	"PF3D7_0708800"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 110 (HSP110c) | location=Pf3D7_07_v3:395711-398332(+) | length=873 | sequence_SO=chromosome | SO=protein_coding"	"56.2428407789233"	"38"	"185"	"38"	"1"	"873"	"99.902"	"5.69"	""	"0.853"	"1.106"	"0.999"	"0.954"	"0.941"	"0.860"	"0.937"	"0.834"	"0.618"	"8976.8"	"7654.7"	"9928.7"	"8969.4"	"8568.2"	"8449.4"	"7716.1"	"8407.3"	"7483.6"	"5546.3"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"64"	"78.792"	"0"	"3236.95234914965"	"38"
"False"	"IsMasterProtein"	"PF3D7_0610800"	"organism=Plasmodium_falciparum_3D7 | product=transketolase (TK) | location=Pf3D7_06_v3:453671-455689(+) | length=672 | sequence_SO=chromosome | SO=protein_coding"	"55.8035714285714"	"32"	"153"	"32"	"1"	"672"	"75.767"	"6.98"	"Acetyl [N-Term]"	"0.894"	"1.224"	"1.124"	"0.960"	"0.959"	"0.862"	"1.009"	"0.821"	"0.725"	"11209.2"	"10020.4"	"13715.9"	"12599.2"	"10755.7"	"10753.8"	"9663.5"	"11312.4"	"9200.4"	"8125.6"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"54"	"67.129"	"0"	"3152.07015748031"	"32"
