"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, DMSO) / (126, DMSO)"	"Abundance Ratio: (127C, DMSO) / (126, DMSO)"	"Abundance Ratio: (128N, DMSO) / (126, DMSO)"	"Abundance Ratio: (128C, DMSO) / (126, DMSO)"	"Abundance Ratio: (129N, DMSO) / (126, DMSO)"	"Abundance Ratio: (129C, DMSO) / (126, DMSO)"	"Abundance Ratio: (130N, DMSO) / (126, DMSO)"	"Abundance Ratio: (130C, DMSO) / (126, DMSO)"	"Abundance Ratio: (131, DMSO) / (126, DMSO)"	"Abundance: F1: 126, Sample, DMSO"	"Abundance: F1: 127N, Sample, DMSO"	"Abundance: F1: 127C, Sample, DMSO"	"Abundance: F1: 128N, Sample, DMSO"	"Abundance: F1: 128C, Sample, DMSO"	"Abundance: F1: 129N, Sample, DMSO"	"Abundance: F1: 129C, Sample, DMSO"	"Abundance: F1: 130N, Sample, DMSO"	"Abundance: F1: 130C, Sample, DMSO"	"Abundance: F1: 131, Sample, DMSO"	"Abundances Count: F1: 126, Sample, DMSO"	"Abundances Count: F1: 127N, Sample, DMSO"	"Abundances Count: F1: 127C, Sample, DMSO"	"Abundances Count: F1: 128N, Sample, DMSO"	"Abundances Count: F1: 128C, Sample, DMSO"	"Abundances Count: F1: 129N, Sample, DMSO"	"Abundances Count: F1: 129C, Sample, DMSO"	"Abundances Count: F1: 130N, Sample, DMSO"	"Abundances Count: F1: 130C, Sample, DMSO"	"Abundances Count: F1: 131, Sample, DMSO"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot"
"False"	"IsMasterProtein"	"PF3D7_1149000"	"organism=Plasmodium_falciparum_3D7 | product=antigen 332, DBL-like protein (Pf332) | location=Pf3D7_11_v3:1950210-1968726(+) | length=6093 | sequence_SO=chromosome | SO=protein_coding"	"27.2772033481044"	"129"	"248"	"129"	"1"	"6093"	"688.87"	"3.89"	""	"0.936"	"0.946"	"0.822"	"0.348"	"0.307"	"0.281"	"0.279"	"0.239"	"0.231"	"49446.1"	"46293.6"	"46773.2"	"40647.7"	"17217.0"	"15166.3"	"13890.4"	"13813.2"	"11837.3"	"11413.1"	"143"	"143"	"143"	"143"	"143"	"143"	"143"	"143"	"143"	"143"	"3.015"	"0"	"6940.1895470474"	"129"
"False"	"IsMasterProtein"	"PF3D7_1224300"	"organism=Plasmodium_falciparum_3D7 | product=polyadenylate-binding protein, putative (PABP) | location=Pf3D7_12_v3:988628-991255(+) | length=875 | sequence_SO=chromosome | SO=protein_coding"	"37.1428571428571"	"31"	"304"	"31"	"1"	"875"	"97.169"	"8.88"	""	"0.910"	"0.781"	"0.551"	"0.410"	"0.367"	"0.362"	"0.353"	"0.322"	"0.326"	"35548.9"	"32344.2"	"27756.2"	"19584.6"	"14559.9"	"13033.8"	"12874.1"	"12532.4"	"11458.9"	"11601.6"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"69"	"176.828"	"0"	"6445.47660576327"	"31"
"False"	"IsMasterProtein"	"PF3D7_1451100"	"organism=Plasmodium_falciparum_3D7 | product=elongation factor 2 (eEF2) | location=Pf3D7_14_v3:2090902-2093400(+) | length=832 | sequence_SO=chromosome | SO=protein_coding"	"40.7451923076923"	"32"	"302"	"30"	"1"	"832"	"93.462"	"6.8"	""	"0.973"	"0.976"	"0.959"	"0.560"	"0.218"	"0.149"	"0.120"	"0.104"	"0.091"	"44073.1"	"42897.5"	"42996.9"	"42284.1"	"24670.5"	"9588.3"	"6545.2"	"5294.0"	"4564.8"	"4012.2"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"58"	"21.909"	"3"	"6332.68844592843"	"32"
"False"	"IsMasterProtein"	"PF3D7_1011800"	"organism=Plasmodium_falciparum_3D7 | product=PRE-binding protein (PREBP) | location=Pf3D7_10_v3:455398-458817(+) | length=1139 | sequence_SO=chromosome | SO=protein_coding"	"43.0201931518876"	"52"	"398"	"49"	"1"	"1139"	"131.545"	"9.16"	""	"0.969"	"0.910"	"0.836"	"0.695"	"0.655"	"0.682"	"0.680"	"0.614"	"0.638"	"51872.4"	"50253.6"	"47189.9"	"43375.9"	"36058.9"	"33963.8"	"35372.1"	"35294.5"	"31826.1"	"33110.9"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"94"	"40.142"	"3"	"6194.15286022668"	"52"
"False"	"IsMasterProtein"	"PF3D7_1423700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:959074-963750(-) | length=1558 | sequence_SO=chromosome | SO=protein_coding"	"37.5481386392811"	"50"	"402"	"50"	"1"	"1558"	"183.463"	"6.92"	""	"0.972"	"0.965"	"0.916"	"0.750"	"0.699"	"0.726"	"0.731"	"0.631"	"0.653"	"30823.3"	"29963.8"	"29740.7"	"28247.7"	"23108.0"	"21556.7"	"22370.8"	"22534.0"	"19442.2"	"20134.2"	"109"	"109"	"109"	"109"	"109"	"109"	"109"	"109"	"109"	"109"	"45.869"	"0"	"5631.84823282827"	"50"
"False"	"IsMasterProtein"	"PF3D7_1462800"	"organism=Plasmodium_falciparum_3D7 | product=glyceraldehyde-3-phosphate dehydrogenase (GAPDH) | location=Pf3D7_14_v3:2559098-2560347(+) | length=337 | sequence_SO=chromosome | SO=protein_coding"	"67.0623145400593"	"19"	"304"	"18"	"1"	"337"	"36.612"	"7.69"	""	"0.991"	"0.922"	"0.680"	"0.191"	"0.130"	"0.081"	"0.068"	"0.054"	"0.047"	"44498.8"	"44076.7"	"41036.4"	"30245.6"	"8478.7"	"5783.2"	"3590.8"	"3024.6"	"2398.0"	"2113.4"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"80.113"	"2"	"5615.34504216594"	"19"
"False"	"IsMasterProtein"	"PF3D7_0604500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_06_v3:189012-198078(+) | length=2874 | sequence_SO=chromosome | SO=protein_coding"	"36.8475991649269"	"91"	"375"	"91"	"1"	"2874"	"334.204"	"8.4"	""	"0.956"	"0.969"	"0.944"	"0.757"	"0.719"	"0.721"	"0.744"	"0.635"	"0.679"	"32814.9"	"31380.3"	"31800.1"	"30985.8"	"24849.7"	"23580.8"	"23662.4"	"24428.0"	"20837.1"	"22275.0"	"151"	"151"	"151"	"151"	"151"	"151"	"151"	"151"	"151"	"151"	"14.37"	"0"	"5600.89744040815"	"91"
"False"	"IsMasterProtein"	"PF3D7_1029600"	"organism=Plasmodium_falciparum_3D7 | product=adenosine deaminase (ADA) | location=Pf3D7_10_v3:1206302-1207405(+) | length=367 | sequence_SO=chromosome | SO=protein_coding"	"59.6730245231608"	"20"	"374"	"20"	"1"	"367"	"42.438"	"5.69"	""	"1.075"	"0.987"	"0.948"	"0.781"	"0.700"	"0.682"	"0.627"	"0.438"	"0.315"	"36191.6"	"38914.3"	"35724.1"	"34300.7"	"28278.9"	"25332.0"	"24667.8"	"22679.5"	"15859.1"	"11411.2"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"50.09"	"0"	"5196.83952537983"	"20"
"False"	"IsMasterProtein"	"PF3D7_0708800"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 110 (HSP110c) | location=Pf3D7_07_v3:395711-398332(+) | length=873 | sequence_SO=chromosome | SO=protein_coding"	"42.8407789232531"	"35"	"269"	"35"	"1"	"873"	"99.902"	"5.69"	""	"0.930"	"0.949"	"0.850"	"0.228"	"0.163"	"0.112"	"0.104"	"0.093"	"0.081"	"43788.9"	"40712.6"	"41542.4"	"37200.9"	"9997.2"	"7118.6"	"4912.2"	"4542.0"	"4051.5"	"3542.8"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"27.248"	"0"	"5087.55393988923"	"35"
"False"	"IsMasterProtein"	"PF3D7_0202000"	"organism=Plasmodium_falciparum_3D7 | product=knob-associated histidine-rich protein (KAHRP) | location=Pf3D7_02_v3:103385-105796(-) | length=654 | sequence_SO=chromosome | SO=protein_coding"	"26.1467889908257"	"19"	"212"	"19"	"1"	"654"	"71.259"	"9.09"	""	"1.049"	"0.981"	"0.969"	"0.811"	"0.771"	"0.784"	"0.803"	"0.713"	"0.766"	"28487.5"	"29870.3"	"27950.8"	"27602.7"	"23094.9"	"21961.4"	"22333.6"	"22868.4"	"20316.9"	"21814.7"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"51.983"	"0"	"4972.53650270126"	"19"
"False"	"IsMasterProtein"	"PF3D7_0922500"	"organism=Plasmodium_falciparum_3D7 | product=phosphoglycerate kinase (PGK) | location=Pf3D7_09_v3:913230-914480(+) | length=416 | sequence_SO=chromosome | SO=protein_coding"	"59.6153846153846"	"23"	"223"	"23"	"1"	"416"	"45.398"	"7.83"	""	"0.969"	"0.831"	"0.297"	"0.131"	"0.088"	"0.070"	"0.063"	"0.054"	"0.050"	"55009.9"	"53289.1"	"45723.0"	"16359.7"	"7182.2"	"4838.2"	"3831.1"	"3462.3"	"2988.0"	"2758.5"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"36"	"33.145"	"0"	"4949.5953496425"	"23"
"False"	"IsMasterProtein"	"PF3D7_1021900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein (10b antigen), unknown function | location=Pf3D7_10_v3:905473-912345(-) | length=2290 | sequence_SO=chromosome | SO=protein_coding"	"32.1397379912664"	"67"	"329"	"64"	"1"	"2290"	"267.222"	"9.26"	""	"0.917"	"0.953"	"0.877"	"0.740"	"0.707"	"0.735"	"0.744"	"0.655"	"0.691"	"32356.0"	"29673.8"	"30833.7"	"28374.9"	"23953.1"	"22880.2"	"23788.1"	"24061.3"	"21191.7"	"22365.9"	"134"	"134"	"134"	"134"	"134"	"134"	"134"	"134"	"134"	"134"	"9.701"	"6"	"4723.23021806782"	"67"
"False"	"IsMasterProtein"	"PF3D7_1023900"	"organism=Plasmodium_falciparum_3D7 | product=chromodomain-helicase-DNA-binding protein 1 homolog, putative (CHD1) | location=Pf3D7_10_v3:997475-1007461(-) | length=3328 | sequence_SO=chromosome | SO=protein_coding"	"23.5276442307692"	"71"	"209"	"71"	"1"	"3328"	"381.018"	"6.33"	""	"0.918"	"0.896"	"0.787"	"0.599"	"0.530"	"0.533"	"0.529"	"0.469"	"0.481"	"28653.6"	"26307.5"	"25680.2"	"22551.3"	"17169.7"	"15183.5"	"15284.3"	"15148.5"	"13427.3"	"13775.6"	"111"	"111"	"111"	"111"	"111"	"111"	"111"	"111"	"111"	"111"	"3.786"	"0"	"4596.64693395996"	"71"
"False"	"IsMasterProtein"	"PF3D7_0917900"	"organism=Plasmodium_falciparum_3D7 | product=heat shock protein 70 (HSP70-2) | location=Pf3D7_09_v3:737985-740276(+) | length=652 | sequence_SO=chromosome | SO=protein_coding"	"44.7852760736196"	"28"	"264"	"27"	"1"	"652"	"72.343"	"5.31"	""	"0.923"	"0.685"	"0.333"	"0.191"	"0.161"	"0.165"	"0.173"	"0.143"	"0.113"	"30423.7"	"28080.3"	"20836.9"	"10132.8"	"5808.5"	"4901.7"	"5029.0"	"5261.6"	"4348.4"	"3442.7"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"47"	"33.551"	"0"	"4461.32256177914"	"28"
"False"	"IsMasterProtein"	"PF3D7_0703500"	"organism=Plasmodium_falciparum_3D7 | product=erythrocyte membrane-associated antigen | location=Pf3D7_07_v3:135606-142505(+) | length=2299 | sequence_SO=chromosome | SO=protein_coding"	"30.5785123966942"	"57"	"249"	"57"	"1"	"2299"	"264.751"	"8.6"	""	"0.869"	"0.825"	"0.655"	"0.496"	"0.458"	"0.462"	"0.466"	"0.415"	"0.435"	"31337.7"	"27229.6"	"25850.2"	"20532.1"	"15546.5"	"14347.2"	"14491.8"	"14612.3"	"13009.8"	"13631.6"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"7.342"	"0"	"4371.35842635102"	"57"
"False"	"IsMasterProtein"	"PF3D7_0818200"	"organism=Plasmodium_falciparum_3D7 | product=14-3-3 protein (14-3-3I) | location=Pf3D7_08_v3:830006-831454(+) | length=262 | sequence_SO=chromosome | SO=protein_coding"	"52.6717557251908"	"16"	"206"	"13"	"1"	"262"	"30.174"	"4.92"	""	"1.151"	"0.894"	"0.498"	"0.193"	"0.141"	"0.104"	"0.090"	"0.071"	"0.061"	"36544.7"	"42064.0"	"32665.5"	"18217.2"	"7068.9"	"5148.8"	"3799.8"	"3273.4"	"2602.1"	"2214.4"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"88.125"	"5"	"4362.07427875672"	"16"
"False"	"IsMasterProtein"	"PF3D7_0706500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_07_v3:309902-315022(-) | length=1706 | sequence_SO=chromosome | SO=protein_coding"	"38.3352872215709"	"53"	"268"	"53"	"1"	"1706"	"196.449"	"8.13"	""	"0.939"	"0.984"	"0.955"	"0.785"	"0.729"	"0.721"	"0.692"	"0.588"	"0.599"	"20517.4"	"19267.6"	"20199.3"	"19586.6"	"16114.6"	"14966.2"	"14788.1"	"14198.2"	"12060.9"	"12297.3"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"31.596"	"0"	"4286.80940093227"	"53"
"False"	"IsMasterProtein"	"PF3D7_1138500"	"organism=Plasmodium_falciparum_3D7 | product=protein phosphatase 2C (PPM2) | location=Pf3D7_11_v3:1518464-1521238(+) | length=924 | sequence_SO=chromosome | SO=protein_coding"	"48.3766233766234"	"39"	"169"	"39"	"1"	"924"	"105.339"	"4.51"	""	"0.949"	"0.965"	"0.893"	"0.496"	"0.465"	"0.454"	"0.473"	"0.394"	"0.379"	"20648.2"	"19586.7"	"19925.1"	"18437.4"	"10231.8"	"9596.2"	"9379.4"	"9765.7"	"8138.3"	"7833.6"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"67"	"57.539"	"0"	"4176.71498498157"	"39"
"False"	"IsMasterProtein"	"PF3D7_0500800"	"organism=Plasmodium_falciparum_3D7 | product=mature parasite-infected erythrocyte surface antigen (MESA) | location=Pf3D7_05_v3:43327-47761(-) | length=1434 | sequence_SO=chromosome | SO=protein_coding"	"32.0781032078103"	"39"	"183"	"39"	"1"	"1434"	"168.186"	"4.78"	""	"0.961"	"0.923"	"0.936"	"0.720"	"0.693"	"0.692"	"0.719"	"0.601"	"0.678"	"31858.7"	"30617.0"	"29390.4"	"29819.2"	"22930.4"	"22086.7"	"22053.4"	"22920.9"	"19161.7"	"21606.3"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"59"	"4.349"	"0"	"4147.34344183724"	"39"
"False"	"IsMasterProtein"	"PF3D7_0511800"	"organism=Plasmodium_falciparum_3D7 | product=inositol-3-phosphate synthase (INO1) | location=Pf3D7_05_v3:520720-522693(-) | length=604 | sequence_SO=chromosome | SO=protein_coding"	"44.3708609271523"	"29"	"226"	"29"	"1"	"604"	"69.069"	"7.4"	""	"0.965"	"0.948"	"0.882"	"0.573"	"0.469"	"0.416"	"0.385"	"0.307"	"0.244"	"26960.9"	"26005.8"	"25550.6"	"23778.8"	"15459.2"	"12651.0"	"11222.7"	"10390.7"	"8270.3"	"6591.4"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"51"	"36.927"	"0"	"3960.59925403594"	"29"
"False"	"IsMasterProtein"	"PF3D7_0524000"	"organism=Plasmodium_falciparum_3D7 | product=karyopherin beta (KASbeta) | location=Pf3D7_05_v3:998753-1002124(+) | length=1123 | sequence_SO=chromosome | SO=protein_coding"	"39.9821905609973"	"42"	"206"	"42"	"1"	"1123"	"127.272"	"4.92"	""	"0.947"	"0.937"	"0.924"	"0.701"	"0.490"	"0.186"	"0.128"	"0.090"	"0.079"	"30002.7"	"28410.2"	"28107.7"	"27736.0"	"21020.2"	"14713.1"	"5580.4"	"3828.8"	"2705.8"	"2360.7"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"63"	"8.681"	"0"	"3931.60028179485"	"42"
"False"	"IsMasterProtein"	"PF3D7_0915400"	"organism=Plasmodium_falciparum_3D7 | product=6-phosphofructokinase (PFK9) | location=Pf3D7_09_v3:650585-654841(-) | length=1418 | sequence_SO=chromosome | SO=protein_coding"	"35.966149506347"	"45"	"209"	"45"	"1"	"1418"	"159.351"	"6.76"	""	"0.924"	"0.912"	"0.744"	"0.295"	"0.172"	"0.129"	"0.113"	"0.097"	"0.085"	"35926.8"	"33198.7"	"32763.7"	"26722.8"	"10605.1"	"6182.6"	"4639.4"	"4045.8"	"3497.1"	"3039.5"	"66"	"66"	"66"	"66"	"66"	"66"	"66"	"66"	"66"	"66"	"6.88"	"0"	"3829.41495494426"	"45"
"False"	"IsMasterProtein"	"PF3D7_1366900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:2675590-2677966(+) | length=685 | sequence_SO=chromosome | SO=protein_coding"	"42.6277372262774"	"30"	"228"	"30"	"1"	"685"	"78.525"	"9.38"	""	"0.963"	"0.989"	"0.986"	"0.850"	"0.802"	"0.825"	"0.828"	"0.729"	"0.758"	"19531.8"	"18800.5"	"19308.6"	"19250.3"	"16603.3"	"15660.3"	"16113.0"	"16163.7"	"14244.4"	"14812.4"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"68"	"137.95"	"0"	"3718.97668952861"	"30"
"False"	"IsMasterProtein"	"PF3D7_1239200"	"organism=Plasmodium_falciparum_3D7 | product=transcription factor with AP2 domain(s) (ApiAP2) | location=Pf3D7_12_v3:1634695-1642428(+) | length=2577 | sequence_SO=chromosome | SO=protein_coding"	"32.6736515327901"	"69"	"199"	"68"	"1"	"2577"	"299.197"	"6.32"	""	"0.957"	"0.982"	"0.961"	"0.790"	"0.748"	"0.776"	"0.791"	"0.686"	"0.721"	"19512.8"	"18679.2"	"19154.8"	"18746.9"	"15420.1"	"14593.4"	"15145.0"	"15442.6"	"13392.7"	"14073.1"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"108"	"4.913"	"1"	"3707.14148807521"	"69"
